prompt,category,subcategory,true_params,extracted_params,extracted_any,match_threshold,match_unit,match_subtype,match_value,correct
Monitor whether the 21 sec benchmark was hit.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""sec""}","{""threshold"": 21.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the conversation have more than 5 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 5}","{""threshold"": 5}",True,True,True,True,True,True
Measure whether the 22 hours SLA was breached.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 22, ""unit"": ""hours""}","{""threshold"": 22.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Were more than 10 back-and-forth exchanges needed?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
Has this been flagged as 'billing'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""billing""}","{""subtype"": ""tag"", ""value"": ""billing""}",True,True,True,True,True,True
Spot threads that took over 15 replies.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 15}","{""threshold"": 15}",True,True,True,True,True,True
Identify 'spam' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""spam""}","{""subtype"": ""tag"", ""value"": ""spam""}",True,True,True,True,True,True
Was the first reply sent in under 26 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 26, ""unit"": ""hrs""}","{""threshold"": 26.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this an 'pending' case?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""pending""}","{""subtype"": ""tag"", ""value"": ""pending""}",True,True,True,True,True,True
Was the initial response to the customer sent within 300 min?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 300, ""unit"": ""min""}","{""threshold"": 300.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Detect lengthy interactions over 8 exchanges.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Was the 4 minutes response window honored?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 4, ""unit"": ""minutes""}","{""threshold"": 4.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Track if the tutnaround timr surpassed 300 monutes.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 300, ""unit"": ""minutes""}",,False,False,False,False,False,False
Was the exchange completed within 11 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Did the conversation stay under 30 messages??,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Was there a response w/in 180 seconds?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 180, ""unit"": ""seconds""}","{""threshold"": 180.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the agent's first message within 18 hrs of the query?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 18, ""unit"": ""hrs""}","{""threshold"": 18.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the first reply take less than 60 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""hrs""}","{""threshold"": 60.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Identify cases where 15 min deadline was missed.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 15, ""unit"": ""min""}","{""threshold"": 15.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Identify 'escalated' cases.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""escalated""}","{""subtype"": ""tag"", ""value"": ""escalated""}",True,True,True,True,True,True
Flag drawn-out vomversations,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 50}",,False,False,False,False,False,False
Ascertain whether 28 hours was exceeded.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 28, ""unit"": ""hours""}","{""threshold"": 28.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Test whether fewer than 18 turns were used.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Did the support agent reply inside 1 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 1, ""unit"": ""min""}","{""threshold"": 1.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Determine if the exchange surpassed 7 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Determine if first response exceeded 10 seconds.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 10, ""unit"": ""seconds""}","{""threshold"": 10.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
Chevk if tagged as 'complaint'.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""complaint""}","{""subtype"": ""tag"", ""value"": ""complaint""}",True,True,True,True,True,True
Did this come through twitter?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""twitter""}","{""subtype"": ""channel"", ""value"": ""twitter""}",True,True,True,True,True,True
Did the agent write more than 3 responses?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Track conversations exceeding the 14 message mark.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Was the customer contacted back within 2 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 2, ""unit"": ""hours""}","{""threshold"": 2.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the response delivered before 30 hours passed?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 30, ""unit"": ""hours""}","{""threshold"": 30.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Pinpoint interactions exceeding 19 back-and-forths.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Verify the response was sent under 4 minutes.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 4, ""unit"": ""minutes""}","{""threshold"": 4.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Verify the response was sent under 11 hours.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 11, ""unit"": ""hours""}","{""threshold"": 11.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Note interactions requiring more than 2 turns.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 2}","{""threshold"": 2}",True,True,True,True,True,True
Did the conversation have more than 3 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Was the time to first response shorter than 14 hours?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 14, ""unit"": ""hours""}","{""threshold"": 14.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this from social media?,SYMBOLIC_METADATA,meta_channel,"{""subtype"": ""channel"", ""value"": ""social media""}",,False,False,False,False,False,False
was a reply provided within 20 hrs of the initial message,SYMBOLIC_TIME,time_explicit,"{""threshold"": 20, ""unit"": ""hrs""}","{""threshold"": 20.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Is this marked as 'pending'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""pending""}","{""subtype"": ""tag"", ""value"": ""pending""}",True,True,True,True,True,True
Spot inefficient conversation patterns,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 25}",,False,False,False,False,False,False
Was the agent's first message within 300 hours of the query?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 300, ""unit"": ""hours""}","{""threshold"": 300.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did teh customer wait too long?,SYMBOLIC_TIME,time_implicit,"{""threshold"": 2, ""unit"": ""minutes""}",,False,False,False,False,False,False
Is the 'urgent' tag present on this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""urgent""}","{""subtype"": ""tag"", ""value"": ""urgent""}",True,True,True,True,True,True
Record whether the customer waited beyond 3 hrs.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 3, ""unit"": ""hrs""}","{""threshold"": 3.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Flag if customer waited more than 16 minutes.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 16, ""unit"": ""minutes""}","{""threshold"": 16.0, ""unit"": ""minutes"", ""operator"": "">""}",True,True,True,True,True,True
Spot threads that took over 30 replies.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 30}","{""threshold"": 30}",True,True,True,True,True,True
Did the agent's reply come through within the 21 hours cutoff?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 21, ""unit"": ""hours""}","{""threshold"": 21.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
has this been flagged as 'urgent'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""urgent""}","{""subtype"": ""tag"", ""value"": ""urgent""}",True,True,True,True,True,True
Identify poor respnse speed.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 22, ""unit"": ""hrs""}",,False,False,False,False,False,False
Confirm the thread had fewer than 14 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Has this been flagged as 'sensitive'?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""sensitive""}","{""subtype"": ""tag"", ""value"": ""sensitive""}",True,True,True,True,True,True
Did the conversation stay under 19 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
assess whether the 13 sec threshold was met,SYMBOLIC_TIME,time_explicit,"{""threshold"": 13, ""unit"": ""sec""}","{""threshold"": 13.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Flag if customer waited more than 11 hours.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 11, ""unit"": ""hours""}","{""threshold"": 11.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Did the customer wait too long??,SYMBOLIC_TIME,time_implicit,"{""threshold"": 18, ""unit"": ""sec""}",,False,False,False,False,False,False
Was the conversation shorter or longer than 50 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Test whether the reply met the 25 hrs requirement.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 25, ""unit"": ""hrs""}","{""threshold"": 25.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the thread contain at least 7 messages?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 7}","{""threshold"": 7}",True,True,True,True,True,True
Is 'duplicate' applied to this ticket?,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""duplicate""}","{""subtype"": ""tag"", ""value"": ""duplicate""}",True,True,True,True,True,True
Was the conversation shorter or longer than 8 turns?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 8}","{""threshold"": 8}",True,True,True,True,True,True
Watch for turn counts above 18.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Watch for reply times over 24 sec.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 24, ""unit"": ""sec""}","{""threshold"": 24.0, ""unit"": ""seconds"", ""operator"": "">""}",True,True,True,True,True,True
flag conversations with internal notes.,SYMBOLIC_METADATA,meta_notes,"{""subtype"": ""notes"", ""value"": null}","{""subtype"": ""notes"", ""value"": null}",True,True,True,True,True,True
Verify ticket has 'legal' status.,SYMBOLIC_METADATA,meta_tag,"{""subtype"": ""tag"", ""value"": ""legal""}","{""subtype"": ""tag"", ""value"": ""legal""}",True,True,True,True,True,True
Was the 4 sec response window honored?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 4, ""unit"": ""sec""}","{""threshold"": 4.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent respond within 17 sec?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 17, ""unit"": ""sec""}","{""threshold"": 17.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Count the number of agent responses and compare to 11.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 11}","{""threshold"": 11}",True,True,True,True,True,True
Did the conversation stay under 16 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Flag if customer waited more than 5 hours.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 5, ""unit"": ""hours""}","{""threshold"": 5.0, ""unit"": ""hours"", ""operator"": "">""}",True,True,True,True,True,True
Confirm the reply was delivered within 45 seconds.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 45, ""unit"": ""seconds""}","{""threshold"": 45.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Count the number of agent responses and compare to 14.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Did the team member get back within 11 hrs?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 11, ""unit"": ""hrs""}","{""threshold"": 11.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Flag drawn-out conversations...,SYMBOLIC_COUNT,count_implicit,"{""threshold"": 12}",,False,False,False,False,False,False
Was the turn count greater than 9?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 9}","{""threshold"": 9}",True,True,True,True,True,True
Did the totql number of mesaages go above 50?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 50}","{""threshold"": 50}",True,True,True,True,True,True
Track conversations exceeding the 18 message mark.,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 18}","{""threshold"": 18}",True,True,True,True,True,True
Was there more than a 45 minutes gap before the response?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 45, ""unit"": ""minutes""}","{""threshold"": 45.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the agent send more than 25 replies...,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 25}","{""threshold"": 25}",True,True,True,True,True,True
Inspect the thread for more than 16 exchanges.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 16}","{""threshold"": 16}",True,True,True,True,True,True
Did more than 3 replies get sent by the agent?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 3}","{""threshold"": 3}",True,True,True,True,True,True
Was the conversation wrapped up before hitting 13 messages?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 13}","{""threshold"": 13}",True,True,True,True,True,True
Did the first reply take less than 7 min?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 7, ""unit"": ""min""}","{""threshold"": 7.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Did the conversation have more than 19 turns?,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 19}","{""threshold"": 19}",True,True,True,True,True,True
Did the turnaround on the first reply stay under 300 hours?,SYMBOLIC_TIME,time_moderate,"{""threshold"": 300, ""unit"": ""hours""}","{""threshold"": 300.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer contacted back within 45 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 45, ""unit"": ""minutes""}","{""threshold"": 45.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was there a response within 60 minutes?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""minutes""}","{""threshold"": 60.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
assess whether the response was prompt.,SYMBOLIC_TIME,time_implicit,"{""threshold"": 21, ""unit"": ""min""}",,False,False,False,False,False,False
Did the team member get back within 15 hours?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 15, ""unit"": ""hours""}","{""threshold"": 15.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Audit the response against the 23 sec standard.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 23, ""unit"": ""sec""}","{""threshold"": 23.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
Confirm the thread had fewer than 10 messages.,SYMBOLIC_COUNT,count_explicit,"{""threshold"": 10}","{""threshold"": 10}",True,True,True,True,True,True
inspect if the first reply came under 60 min.,SYMBOLIC_TIME,time_explicit,"{""threshold"": 60, ""unit"": ""min""}","{""threshold"": 60.0, ""unit"": ""minutes"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the issue handled in fewer than 14 replies?,SYMBOLIC_COUNT,count_moderate,"{""threshold"": 14}","{""threshold"": 14}",True,True,True,True,True,True
Note if the response gap was wider than 29 hours.,SYMBOLIC_TIME,time_moderate,"{""threshold"": 29, ""unit"": ""hours""}","{""threshold"": 29.0, ""unit"": ""hours"", ""operator"": ""<=""}",True,True,True,True,True,True
Was the customer contacted back within 24 seconds?,SYMBOLIC_TIME,time_explicit,"{""threshold"": 24, ""unit"": ""seconds""}","{""threshold"": 24.0, ""unit"": ""seconds"", ""operator"": ""<=""}",True,True,True,True,True,True
