prompt,category,subcategory,style,noise,params,top_category
"If the customer repeats the complaint, does the agent stay calm and continue validating feelings?",SEMANTIC_TONE,llm_generated,question,none,,SEMANTIC
"If internal notes are present but no resolution is recorded, evaluate whether the agent’s closing properly acknowledged uncertainty and offered follow-up.",HYBRID,llm_generated,instruction,none,,HYBRID
Is this marked as 'urgent'?,SYMBOLIC_METADATA,meta_tag,question,none,"{""subtype"": ""tag"", ""value"": ""urgent""}",SYMBOLIC_METADATA
Were 15+ messages exchanged in this conversation?,SYMBOLIC_COUNT,count_explicit,question,none,"{""threshold"": 15}",SYMBOLIC_COUNT
Did the agent's response arrive in under 300 minutes?,SYMBOLIC_TIME,time_explicit,question,none,"{""threshold"": 300, ""unit"": ""minutes""}",SYMBOLIC_TIME
Assess first-reply promptness,SYMBOLIC_TIME,time_implicit,instruction,medium,"{""threshold"": 28, ""unit"": ""hrs""}",SYMBOLIC_TIME
"If the conversation exceeded 5 turns, did the agent maintain a professional tone throughout?",HYBRID,llm_generated,question,heavy,,HYBRID
Did the agent calmly handle repeated outage complaints and escalation?,SEMANTIC_EMPATHY,llm_generated,question,heavy,,SEMANTIC
Evaluate if resolved within 2 turns.,SYMBOLIC_COUNT,count_moderate,instruction,heavy,"{""threshold"": 2}",SYMBOLIC_COUNT
Detect if agent dismissed the outage concerns while discussing escalation.,SEMANTIC_EMPATHY,llm_generated,instruction,none,,SEMANTIC
"If customer already sent photos/serial, did agent note it and explain next step?",SEMANTIC_EMPATHY,llm_generated,question,none,,SEMANTIC
Did agent greet + confirm issue in same breath (late shipment)?,SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
"Assess if the agent recognized the customer’s situation, repeated it back briefly, and only then proposed alternatives such as a lower tier, a temporary pause, or a different billing cadence; mark fail if they jump straight to salesy offers without addressing the customer’s reason.",SEMANTIC_EMPATHY,llm_generated,instruction,light,,SEMANTIC
Determine if the agent's delivery of the reset solution matched the situation after acknowledging the customer's frustration about a lost password.,SEMANTIC_TONE,llm_generated,instruction,none,,SEMANTIC
Examine if the reply count went above 7.,SYMBOLIC_COUNT,count_explicit,instruction,none,"{""threshold"": 7}",SYMBOLIC_COUNT
Did the agent's reply come through within the 3 hours cutoff?,SYMBOLIC_TIME,time_moderate,question,light,"{""threshold"": 3, ""unit"": ""hours""}",SYMBOLIC_TIME
Did the customer have any earlier tickets about missing items in the last 90 days?,UNSUPPORTED,llm_generated,question,none,,UNSUPPORTED
Compare this agent's handling against the customer's trend in social media.,UNSUPPORTED,unsupported,instruction,none,,UNSUPPORTED
Check if the customer had prior tickets about the same feature in the last 90 days.,UNSUPPORTED,llm_generated,instruction,light,,UNSUPPORTED
"Detect whether the agent began the interaction by acknowledging the customer’s shipping delay, briefly apologizing/recognizing impact, and asking a confirming question to ensure they understood the issue before taking action.",SEMANTIC_GREETING,llm_generated,instruction,light,,SEMANTIC
Assess whether the 11 seconds threshold was met.,SYMBOLIC_TIME,time_explicit,instruction,light,"{""threshold"": 11, ""unit"": ""seconds""}",SYMBOLIC_TIME
"detect whether agent correctly linked customer’s symptoms to the refund request and tailored the initial troubleshooting, rather than treating it like a new setup question.",SEMANTIC_COMPREHENSION,llm_generated,instruction,medium,,SEMANTIC
Verify whether the customer’s dispute status changed from “pending” to “resolved” within two billing cycles.,UNSUPPORTED,llm_generated,instruction,none,,UNSUPPORTED
"When a return is resolved in a single response under 5 minutes, assess whether the agent’s response indicates correct understanding of the customer’s complaint about the product.",HYBRID,llm_generated,instruction,light,,HYBRID
"If the customer still seems unsure about the defective product, did the agent restate the next steps before ending?",SEMANTIC_CLOSING,llm_generated,question,none,,SEMANTIC
"If tagged 'sensitive' and over 15 turns, was urgency maintained?",HYBRID,hybrid,question,none,,HYBRID
Flag drawn-out converstions.,SYMBOLIC_COUNT,count_implicit,instruction,medium,"{""threshold"": 5}",SYMBOLIC_COUNT
"Did agent 100% reflect back the cusromet’s lockout + ask fpr escslqrion, then confitm nwxt stwps, no exceprions?",SEMANTIC_EMPATHY,llm_generated,question,light,,SEMANTIC
"If the customer requests escalation and the conversation has 9+ turns, did the agent stay courteous while setting expectations?",HYBRID,llm_generated,question,medium,,HYBRID
Evaluate whether the agent’s final message offered further assistance before finishing.,SEMANTIC_CLOSING,llm_generated,instruction,light,,SEMANTIC
Audit the response against the 20 sec standard.,SYMBOLIC_TIME,time_explicit,instruction,light,"{""threshold"": 20, ""unit"": ""sec""}",SYMBOLIC_TIME
Assess whehter the turn count exceeded 2.,SYMBOLIC_COUNT,count_explicit,instruction,light,"{""threshold"": 2}",SYMBOLIC_COUNT
Determine if the closing message included concrete cancellation steps rather than fluff.,SEMANTIC_SOLUTION,llm_generated,instruction,light,,SEMANTIC
"Check for a simple acknowledgment of the hassle of a lost password, then clear next steps.",SEMANTIC_EMPATHY,llm_generated,instruction,light,,SEMANTIC
Was there any point the agent sounded dismissive during escalation request? Absolute no.,SEMANTIC_TONE,llm_generated,question,none,,SEMANTIC
Has this been flagged as 'escalated'?,SYMBOLIC_METADATA,meta_tag,question,none,"{""subtype"": ""tag"", ""value"": ""escalated""}",SYMBOLIC_METADATA
"If the customer met refund criteria, did agent indicate next step to initiate it?",SEMANTIC_SOLUTION,llm_generated,question,none,,SEMANTIC
"See if agent says hi, apologizes, and nails the billing error issue right away.",SEMANTIC_COMPREHENSION,llm_generated,instruction,none,,SEMANTIC
"If customer said they’re stuck at gate, did agent proceed with gate/boarding delay steps??",SEMANTIC_COMPREHENSION,llm_generated,question,medium,,SEMANTIC
"If the customer reported suspicious logins after the breach alert, did the agent guide them through targeted account safeguards?",SEMANTIC_SOLUTION,llm_generated,question,medium,,SEMANTIC
Examine if the response was sent before the 27 seconds limit.,SYMBOLIC_TIME,time_explicit,instruction,light,"{""threshold"": 27, ""unit"": ""seconds""}",SYMBOLIC_TIME
Identify 'bug' cases.,SYMBOLIC_METADATA,meta_tag,instruction,none,"{""subtype"": ""tag"", ""value"": ""bug""}",SYMBOLIC_METADATA
What is the customer's login trend in CRM?,UNSUPPORTED,unsupported,question,light,,UNSUPPORTED
Check whether the customer remained active and kept their direct deposit after the dispute was settled.,UNSUPPORTED,llm_generated,instruction,light,,UNSUPPORTED
Was it resolved in under 12 messages?,SYMBOLIC_COUNT,count_moderate,question,none,"{""threshold"": 12}",SYMBOLIC_COUNT
Did the reply arrive before the 19 sec mark?,SYMBOLIC_TIME,time_moderate,question,none,"{""threshold"": 19, ""unit"": ""sec""}",SYMBOLIC_TIME
"Did the agent use active listening cues (paraphrase, confirm) consistently?",SEMANTIC_EMPATHY,llm_generated,question,none,,SEMANTIC
Confirm active listening was present at all times during the escalation request for a locked account.,SEMANTIC_TONE,llm_generated,instruction,none,,SEMANTIC
Did more than 13 replies get sent by the agent?,SYMBOLIC_COUNT,count_explicit,question,none,"{""threshold"": 13}",SYMBOLIC_COUNT
"If customer asked for immediate help, did agent first validate the disruption then troubleshoot?",SEMANTIC_EMPATHY,llm_generated,question,none,,SEMANTIC
Did the agent accurately summarize the customer’s request before offering solutions?,SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
Did the conversation have more than 12 turns?,SYMBOLIC_COUNT,count_explicit,question,none,"{""threshold"": 12}",SYMBOLIC_COUNT
Did the agent end the chat politely and ask if anything else is needed?,SEMANTIC_CLOSING,llm_generated,question,none,,SEMANTIC
Check if the customer’s refund was delayed due to account verification requirements.,UNSUPPORTED,llm_generated,instruction,light,,UNSUPPORTED
"In the follow-up, determine if agent connected customer’s defect description to a specific process (RMA, warranty claim) and described what happens step-by-step, including any conditions like 'once inspection passes'—or if they just said 'we understand' and ended it.",SEMANTIC_SOLUTION,llm_generated,instruction,light,,SEMANTIC
"If customer noted defect happened on arrival vs after weeks, check agent’s next steps reflect that detail (e.g., DOA process vs warranty claim). Also note any places agent assumed facts not provided.",SEMANTIC_COMPREHENSION,llm_generated,instruction,none,,SEMANTIC
Did the agent align their responses with customer’s ask to escalate the lockout case?,SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
Did the agent make sure the customer had what they need before finishing?,SEMANTIC_CLOSING,llm_generated,question,light,,SEMANTIC
Did the agent ask any clarifying qs about the delayed delivery at start?,SEMANTIC_SOLUTION,llm_generated,question,none,,SEMANTIC
did the customer escalate this case to a regulator or ombudsman later?,UNSUPPORTED,llm_generated,question,light,,UNSUPPORTED
Did the customer escalate to a supervisor in a separate follow-up contact?,UNSUPPORTED,llm_generated,question,light,,UNSUPPORTED
Check if agent made customer feel heard while starting troubleshooting for refund.,SEMANTIC_EMPATHY,llm_generated,instruction,none,,SEMANTIC
"Assess whether agent provided relevant password reset procedure details (where to click, what to expect).",SEMANTIC_SOLUTION,llm_generated,instruction,none,,SEMANTIC
"If tagged 'urgent' and over 5 turnd, was urgency maintsimes?",HYBRID,hybrid,question,medium,,HYBRID
"Did the agent keep absolute focus on outage + escalation, no detours into device setup?",SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
"If this came via twitter, was communication style suitable?",HYBRID,hybrid,question,heavy,,HYBRID
Detect whether agent used the customer’s name/order info to personalize early troubleshooting on refund ticket.,SEMANTIC_EMPATHY,llm_generated,instruction,none,,SEMANTIC
"Check: agent offered alternatives (pause, discount) AND still processed cancellation, absolutely.",SEMANTIC_SOLUTION,llm_generated,instruction,light,,SEMANTIC
is this from phone?,SYMBOLIC_METADATA,meta_channel,question,heavy,"{""subtype"": ""channel"", ""value"": ""phone""}",SYMBOLIC_METADATA
What satisfaction score was given for this support ticket ticket?,UNSUPPORTED,unsupported,question,light,,UNSUPPORTED
"If customer requested account lock + password reset due to breach notice, did agent deliver both actions?",SEMANTIC_COMPREHENSION,llm_generated,question,none,,SEMANTIC
"If replacement is delayed, did the agent explain next steps in a way that doesn’t come off uncaring?",SEMANTIC_TONE,llm_generated,question,medium,,SEMANTIC
"Check if, in this follow-up, the agent clearly stated who they are and acknowledged the product defect, then moved into next steps.",SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
"Did agen offer a fallback whwn reset link expired, or just repeat same line?",SEMANTIC_SOLUTION,llm_generated,question,heavy,,SEMANTIC
"At greeting, did agent apologize and then deal with the billing error immediately?",SEMANTIC_SOLUTION,llm_generated,question,none,,SEMANTIC
"Verify the agent’s initial line acknowledges the customer and the shipping delay situation, and includes a quick understanding check before moving on.",SEMANTIC_GREETING,llm_generated,instruction,none,,SEMANTIC
Forecast the customer's support ticket trend over the next week.,UNSUPPORTED,unsupported,instruction,none,,UNSUPPORTED
Is this interaction likely to lead to a subscription within 90 days?,UNSUPPORTED,unsupported,question,none,,UNSUPPORTED
Was the initial response to the customer sent within 29 seconds?,SYMBOLIC_TIME,time_moderate,question,none,"{""threshold"": 29, ""unit"": ""seconds""}",SYMBOLIC_TIME
"If the customer asked for compensation due to breach, did the agent clearly explain options/eligibility and next steps (not just ‘we understand’)?",SEMANTIC_SOLUTION,llm_generated,question,none,,SEMANTIC
Did the agent meet the 17 hrs response target?,SYMBOLIC_TIME,time_explicit,question,light,"{""threshold"": 17, ""unit"": ""hrs""}",SYMBOLIC_TIME
Has this been flagged as 'onboarding'?,SYMBOLIC_METADATA,meta_tag,question,none,"{""subtype"": ""tag"", ""value"": ""onboarding""}",SYMBOLIC_METADATA
Forecast the customer's refund trend over the next month.,UNSUPPORTED,unsupported,instruction,none,,UNSUPPORTED
Detect if there was a delay over 21 hrs.,SYMBOLIC_TIME,time_moderate,instruction,none,"{""threshold"": 21, ""unit"": ""hrs""}",SYMBOLIC_TIME
What is the customer's payment method according to partner portal records?,UNSUPPORTED,unsupported,question,none,,UNSUPPORTED
